date,year,month,country,arrivals,avg_temperature,rainfall_mm,season,season_Inter Monsoon,season_Northeast Monsoon,season_Southwest Monsoon,is_holiday,near_holiday,region,region_Americas,region_Asia,region_Europe,region_Middle East,region_Oceania,region_Other,quarter,day_of_year,week_of_year,month_sin,month_cos
2018-02-01,2018,2,Germany,21537,27,50,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2018-02-01,2018,2,France,24845,27,50,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2018-02-01,2018,2,United States,22374,27,50,Northeast Monsoon,False,True,False,0,0,Americas,True,False,False,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2018-02-01,2018,2,Australia,20063,27,50,Northeast Monsoon,False,True,False,0,0,Oceania,False,False,False,False,True,False,1,32,5,0.8660254037844386,0.5000000000000001
2018-02-01,2018,2,Russia,15225,27,50,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2018-02-01,2018,2,Japan,14938,27,50,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2018-02-01,2018,2,Maldives,17311,27,50,Northeast Monsoon,False,True,False,0,0,Other,False,False,False,False,False,True,1,32,5,0.8660254037844386,0.5000000000000001
2018-02-01,2018,2,Netherlands,13497,27,50,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2018-02-01,2018,2,Switzerland,9742,27,50,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2018-02-01,2018,2,Italy,10220,27,50,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2018-02-01,2018,2,Canada,8000,27,50,Northeast Monsoon,False,True,False,0,0,Americas,True,False,False,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2018-02-01,2018,2,UAE,8779,27,50,Northeast Monsoon,False,True,False,0,0,Middle East,False,False,False,True,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2018-03-01,2018,3,India,32222,28,50,Inter Monsoon,True,False,False,0,0,Asia,False,True,False,False,False,False,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,China,27747,28,50,Inter Monsoon,True,False,False,0,0,Asia,False,True,False,False,False,False,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,United Kingdom,28175,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,Germany,19878,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,France,17898,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,United States,17432,28,50,Inter Monsoon,True,False,False,0,0,Americas,True,False,False,False,False,False,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,Australia,21501,28,50,Inter Monsoon,True,False,False,0,0,Oceania,False,False,False,False,True,False,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,Russia,15224,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,Japan,18769,28,50,Inter Monsoon,True,False,False,0,0,Asia,False,True,False,False,False,False,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,Maldives,15009,28,50,Inter Monsoon,True,False,False,0,0,Other,False,False,False,False,False,True,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,Netherlands,11958,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,Switzerland,11031,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,Italy,12009,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,Canada,8887,28,50,Inter Monsoon,True,False,False,0,0,Americas,True,False,False,False,False,False,1,60,9,1.0,6.123233995736766e-17
2018-03-01,2018,3,UAE,8002,28,50,Inter Monsoon,True,False,False,0,0,Middle East,False,False,False,True,False,False,1,60,9,1.0,6.123233995736766e-17
2018-04-01,2018,4,India,17253,28,50,Inter Monsoon,True,False,False,0,0,Asia,False,True,False,False,False,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,China,14735,28,50,Inter Monsoon,True,False,False,0,0,Asia,False,True,False,False,False,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,United Kingdom,16008,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,Germany,11451,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,France,9781,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,United States,11637,28,50,Inter Monsoon,True,False,False,0,0,Americas,True,False,False,False,False,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,Australia,9042,28,50,Inter Monsoon,True,False,False,0,0,Oceania,False,False,False,False,True,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,Russia,10921,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,Japan,8153,28,50,Inter Monsoon,True,False,False,0,0,Asia,False,True,False,False,False,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,Maldives,7704,28,50,Inter Monsoon,True,False,False,0,0,Other,False,False,False,False,False,True,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,Netherlands,6584,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,Switzerland,6851,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,Italy,5931,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,Canada,5313,28,50,Inter Monsoon,True,False,False,0,0,Americas,True,False,False,False,False,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-04-01,2018,4,UAE,4695,28,50,Inter Monsoon,True,False,False,0,0,Middle East,False,False,False,True,False,False,2,91,13,0.8660254037844387,-0.4999999999999998
2018-05-01,2018,5,India,9438,28,250,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,China,8078,28,250,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,United Kingdom,7276,28,250,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,Germany,6846,28,250,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,France,8553,28,250,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,United States,5555,28,250,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,Australia,6610,28,250,Southwest Monsoon,False,False,True,0,0,Oceania,False,False,False,False,True,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,Russia,6124,28,250,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,Japan,5952,28,250,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,Maldives,4352,28,250,Southwest Monsoon,False,False,True,0,0,Other,False,False,False,False,False,True,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,Netherlands,5210,28,250,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,Switzerland,3761,28,250,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,Italy,3342,28,250,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,Canada,2810,28,250,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-05-01,2018,5,UAE,2304,28,250,Southwest Monsoon,False,False,True,0,0,Middle East,False,False,False,True,False,False,2,121,18,0.49999999999999994,-0.8660254037844387
2018-06-01,2018,6,India,8509,26,100,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,China,9716,26,100,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,United Kingdom,9654,26,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,Germany,7978,26,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,France,6145,26,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,United States,6196,26,100,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,Australia,5437,26,100,Southwest Monsoon,False,False,True,0,0,Oceania,False,False,False,False,True,False,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,Russia,4867,26,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,Japan,4385,26,100,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,Maldives,5875,26,100,Southwest Monsoon,False,False,True,0,0,Other,False,False,False,False,False,True,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,Netherlands,3942,26,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,Switzerland,3386,26,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,Italy,3337,26,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,Canada,2574,26,100,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,2,152,22,1.2246467991473532e-16,-1.0
2018-06-01,2018,6,UAE,2830,26,100,Southwest Monsoon,False,False,True,0,0,Middle East,False,False,False,True,False,False,2,152,22,1.2246467991473532e-16,-1.0
2018-07-01,2018,7,India,8537,26,50,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,China,8296,26,50,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,United Kingdom,8716,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,Germany,7312,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,France,7991,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,United States,7407,26,50,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,Australia,7121,26,50,Southwest Monsoon,False,False,True,0,0,Oceania,False,False,False,False,True,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,Russia,6676,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,Japan,6165,26,50,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,Maldives,5326,26,50,Southwest Monsoon,False,False,True,0,0,Other,False,False,False,False,False,True,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,Netherlands,4338,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,Switzerland,4692,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,Italy,3971,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,Canada,2599,26,50,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-07-01,2018,7,UAE,2810,26,50,Southwest Monsoon,False,False,True,0,0,Middle East,False,False,False,True,False,False,3,182,26,-0.4999999999999997,-0.8660254037844388
2018-08-01,2018,8,India,8888,26,50,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,China,9038,26,50,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,United Kingdom,8367,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,Germany,7816,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,France,6144,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,United States,6807,26,50,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,Australia,6357,26,50,Southwest Monsoon,False,False,True,0,0,Oceania,False,False,False,False,True,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,Russia,7017,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,Japan,5237,26,50,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,Maldives,4352,26,50,Southwest Monsoon,False,False,True,0,0,Other,False,False,False,False,False,True,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,Netherlands,4240,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,Switzerland,4495,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,Italy,4301,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,Canada,3056,26,50,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-08-01,2018,8,UAE,2586,26,50,Southwest Monsoon,False,False,True,0,0,Middle East,False,False,False,True,False,False,3,213,31,-0.8660254037844385,-0.5000000000000004
2018-09-01,2018,9,India,10657,27,100,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,China,8153,27,100,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,United Kingdom,8185,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,Germany,8307,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,France,5860,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,United States,5827,27,100,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,Australia,7258,27,100,Southwest Monsoon,False,False,True,0,0,Oceania,False,False,False,False,True,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,Russia,4766,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,Japan,4710,27,100,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,Maldives,5294,27,100,Southwest Monsoon,False,False,True,0,0,Other,False,False,False,False,False,True,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,Netherlands,3766,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,Switzerland,4339,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,Italy,3038,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,Canada,3594,27,100,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-09-01,2018,9,UAE,2767,27,100,Southwest Monsoon,False,False,True,0,0,Middle East,False,False,False,True,False,False,3,244,35,-1.0,-1.8369701987210297e-16
2018-10-01,2018,10,India,15878,27,250,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,China,14713,27,250,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,United Kingdom,15891,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,Germany,10746,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,France,11180,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,United States,10620,27,250,Northeast Monsoon,False,True,False,0,0,Americas,True,False,False,False,False,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,Australia,10196,27,250,Northeast Monsoon,False,True,False,0,0,Oceania,False,False,False,False,True,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,Russia,8335,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,Japan,7539,27,250,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,Maldives,6603,27,250,Northeast Monsoon,False,True,False,0,0,Other,False,False,False,False,False,True,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,Netherlands,6139,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,Switzerland,7886,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,Italy,5188,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,Canada,5624,27,250,Northeast Monsoon,False,True,False,0,0,Americas,True,False,False,False,False,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-10-01,2018,10,UAE,4694,27,250,Northeast Monsoon,False,True,False,0,0,Middle East,False,False,False,True,False,False,4,274,40,-0.8660254037844386,0.5000000000000001
2018-11-01,2018,11,India,17545,27,250,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,305,44,-0.5000000000000004,0.8660254037844384
2018-11-01,2018,11,China,15517,27,250,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,305,44,-0.5000000000000004,0.8660254037844384
2018-11-01,2018,11,United Kingdom,13660,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,305,44,-0.5000000000000004,0.8660254037844384
2018-11-01,2018,11,Germany,12585,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,305,44,-0.5000000000000004,0.8660254037844384
2018-11-01,2018,11,France,9755,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,305,44,-0.5000000000000004,0.8660254037844384
2018-11-01,2018,11,United States,10606,27,250,Northeast Monsoon,False,True,False,0,0,Americas,True,False,False,False,False,False,4,305,44,-0.5000000000000004,0.8660254037844384
2018-11-01,2018,11,Australia,10451,27,250,Northeast Monsoon,False,True,False,0,0,Oceania,False,False,False,False,True,False,4,305,44,-0.5000000000000004,0.8660254037844384
2018-11-01,2018,11,Russia,7816,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,305,44,-0.5000000000000004,0.8660254037844384
2018-11-01,2018,11,Japan,10717,27,250,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,305,44,-0.5000000000000004,0.8660254037844384
2018-11-01,2018,11,Maldives,6606,27,250,Northeast Monsoon,False,True,False,0,0,Other,False,False,False,False,False,True,4,305,44,-0.5000000000000004,0.8660254037844384
2018-11-01,2018,11,Netherlands,7345,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,305,44,-0.5000000000000004,0.8660254037844384
2018-11-01,2018,11,Switzerland,6838,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,305,44,-0.5000000000000004,0.8660254037844384
2018-11-01,2018,11,Italy,6008,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,305,44,-0.5000000000000004,0.8660254037844384
2018-11-01,2018,11,Canada,5323,27,250,Northeast Monsoon,False,True,False,0,0,Americas,True,False,False,False,False,False,4,305,44,-0.5000000000000004,0.8660254037844384
